tic_id,period_days,epoch_btjd,duration_hours,depth_ppm,bls_snr,cnn_probability,vetting_passed,vetting_reasons,rank_score
295391187,15.47578,1579.3466,1.0,29970.4,3.23,0.2361,False,odd/even depth differ by 40.8% (25523 vs 38600 ppm),0.0
299151089,17.581378,1544.0491,1.0,6564.8,3.92,0.0157,True,,0.0157
299836707,13.517234,1504.6961,4.0,10638.3,7.52,0.0,False,odd/even depth differ by 35.8% (10690 vs 7446 ppm),0.0
300013489,5.21468,1326.3164,3.0,3170.7,183.71,0.2074,True,,0.2074
300742619,16.851123,1332.837,4.0,1058.8,4.78,0.1621,False,odd/even depth differ by 46.2% (1173 vs 733 ppm),0.0
301327663,13.75364,1571.2129,4.0,79047.2,6.86,0.0091,False,depth 7.90% exceeds 3.0% cap; odd/even depth differ by 77.0% (42953 vs 96683 ppm),0.0
302529710,13.56719,1545.0355,0.5,11615.2,2.86,0.1075,False,odd/even depth differ by 82.0% (5515 vs 13185 ppm),0.0
303501458,14.018982,1557.9245,6.0,8389.5,3.62,0.0001,False,odd/even depth differ by 51.5% (5508 vs 9325 ppm),0.0
305497762,0.763643,1570.9763,1.0,49197.7,10.62,0.0263,False,depth 4.92% exceeds 3.0% cap,0.0
306519365,14.137391,1639.9058,8.0,12149.2,3.74,0.0717,False,odd/even depth differ by 51.7% (7936 vs 13469 ppm),0.0
306828836,19.640281,1341.3392,1.5,5102.2,5.41,0.0136,False,odd/even depth differ by 29.3% (4214 vs 3135 ppm),0.0
307158170,9.137803,1361.6014,6.0,1082.9,5.22,0.1682,False,odd/even depth differ by 32.3% (1114 vs 804 ppm),0.0
307255082,1.368501,1571.0348,4.0,19275.1,66.63,0.2261,False,odd/even depth differ by 25.0% (14438 vs 18570 ppm),0.0
307560281,16.750719,1501.5235,1.5,6995.4,3.98,0.0237,False,odd/even depth differ by 70.7% (3947 vs 8263 ppm),0.0
308307252,13.49332,1422.7765,4.0,9670.8,5.49,0.7355,False,odd/even depth differ by 52.8% (9482 vs 16276 ppm),0.0
308307519,13.212558,1517.9593,4.0,12546.2,7.43,0.0004,True,,0.0004
308542314,16.369537,1337.9887,3.0,10548.2,13.68,0.0767,True,,0.0767
308663687,19.507421,1338.7265,2.0,3295.7,7.48,0.0056,False,odd/even depth differ by 155.5% (3015 vs 378 ppm),0.0
309290163,9.830944,1522.9162,8.0,219569.3,4.32,0.0934,False,depth 21.96% exceeds 3.0% cap,0.0
309299238,0.572193,1325.5347,1.5,6926.4,145.71,0.0,True,,0.0
309791561,3.201127,1356.4438,8.0,1603.0,39.49,0.0003,False,odd/even depth differ by 25.5% (1626 vs 1258 ppm),0.0
310858936,14.39526,1639.112,6.0,21064.5,4.9,0.0005,False,odd/even depth differ by 28.1% (21641 vs 16305 ppm),0.0
318667894,2.25961,1572.9824,0.5,34079.6,2.82,0.1033,False,depth 3.41% exceeds 3.0% cap,0.0
319475748,2.390988,1470.6487,1.5,1213.1,2.71,0.1283,False,odd/even depth differ by 25.7% (1410 vs 1089 ppm),0.0
321068888,13.953972,1394.4789,6.0,11945.9,7.86,0.0,False,odd/even depth differ by 50.2% (8489 vs 14182 ppm),0.0
321125325,14.880115,1421.7848,3.0,14654.3,3.72,0.0004,True,,0.0004
325560269,17.677628,1643.187,0.5,7353.7,3.05,0.0487,False,odd/even depth differ by 38.9% (5441 vs 8065 ppm),0.0
327831847,15.669951,1639.1976,1.5,35068.4,4.77,0.0267,False,depth 3.51% exceeds 3.0% cap,0.0
334930659,18.046613,1606.9078,3.0,16693336.7,24.47,0.0261,False,depth 1669.33% exceeds 3.0% cap; odd/even depth differ by 60.6% (18573115 vs 9934699 ppm),0.0
338248503,0.693649,1601.5912,2.0,8821.7,7.85,0.065,False,odd/even depth differ by 30.1% (4911 vs 6654 ppm),0.0
339638912,13.415892,1477.1957,8.0,11011.3,4.86,0.7777,False,odd/even depth differ by 19.0% (10218 vs 12369 ppm),0.0
340058123,19.741977,1393.6473,1.5,7910.5,3.69,0.0718,True,,0.0718
340221485,15.041267,1610.1036,8.0,1375438.7,18.21,0.2739,False,depth 137.54% exceeds 3.0% cap; odd/even depth differ by 52.6% (1215179 vs 2083501 ppm),0.0
340483157,13.441652,1531.121,4.0,8781.3,4.15,0.0406,False,odd/even depth differ by 39.5% (9552 vs 6404 ppm),0.0
340487632,17.924534,1535.2567,6.0,2394.5,5.3,0.1618,False,odd/even depth differ by 29.1% (2135 vs 1593 ppm),0.0
341336446,13.285871,1504.6965,3.0,4564.2,4.27,0.1532,True,,0.1532
341417608,18.301373,1505.4913,2.0,2511.6,4.65,0.0182,False,odd/even depth differ by 66.5% (2581 vs 1293 ppm),0.0
341850672,19.189096,1535.0598,3.0,7013.5,3.93,0.1009,False,odd/even depth differ by 48.1% (5748 vs 9391 ppm),0.0
342214725,0.717965,1518.115,2.0,6551.4,23.0,0.0043,True,,0.0043
344493776,0.522245,1571.2982,0.5,5191.5,3.63,0.0016,False,odd/even depth differ by 43.6% (3520 vs 5482 ppm),0.0
349195685,0.722695,1354.3742,2.0,5101.6,525.9,0.0,True,,0.0
349828966,14.065604,1337.8281,4.0,1829.4,5.28,0.0492,True,,0.0492
350146248,16.070372,1330.9492,8.0,4629.4,5.63,0.6321,False,odd/even depth differ by 111.9% (4210 vs 1189 ppm),0.0
350296377,0.809236,1325.5574,1.5,595.4,9.23,0.0,True,,0.0
350585491,13.619341,1327.5948,4.0,9447.0,5.52,0.0299,False,odd/even depth differ by 24.6% (7098 vs 9088 ppm),0.0
350712873,0.509646,1411.3426,1.0,4014.4,244.62,0.0,True,,0.0
350765919,0.845489,1326.0493,1.5,12781.6,61.79,0.0,True,,0.0
355304062,12.92142,1544.2456,2.0,5187.3,6.84,0.0465,False,odd/even depth differ by 59.5% (3737 vs 6902 ppm),0.0
355307525,13.270197,1531.0348,1.5,19415.3,8.51,0.0987,False,odd/even depth differ by 125.8% (27695 vs 6307 ppm),0.0
355462802,0.552202,1517.9593,1.5,104486.4,215.72,0.0,False,depth 10.45% exceeds 3.0% cap,0.0
355664205,13.179456,1530.9265,2.0,97128.9,9.64,0.0,False,depth 9.71% exceeds 3.0% cap,0.0
358464487,7.499524,1521.9447,2.0,4010.0,3.35,0.0635,False,odd/even depth differ by 41.9% (4939 vs 3227 ppm),0.0
358467178,0.601632,1411.2994,1.5,1328.7,5.33,0.0003,True,,0.0003
358467481,19.29842,1344.301,6.0,3205.6,6.57,0.3246,False,odd/even depth differ by 74.2% (1695 vs 3694 ppm),0.0
358509438,13.370438,1329.2616,4.0,3419.0,4.73,0.0402,False,odd/even depth differ by 22.1% (2614 vs 2094 ppm),0.0
359445425,9.013262,1552.9445,8.0,124026.8,11.92,0.0617,False,depth 12.40% exceeds 3.0% cap,0.0
360403186,0.877261,1601.6571,0.5,3005.5,2.57,0.1295,False,odd/even depth differ by 25.7% (2942 vs 2273 ppm),0.0
364399229,18.710966,1327.999,8.0,2524.2,5.46,0.2206,False,odd/even depth differ by 123.7% (3022 vs 712 ppm),0.0
369465582,12.607829,1479.1213,2.0,35467.3,6.88,0.1041,False,depth 3.55% exceeds 3.0% cap; odd/even depth differ by 127.3% (52845 vs 11740 ppm),0.0
369934125,15.666483,1609.6585,0.5,13655.7,3.3,0.0105,True,,0.0105
370137761,14.326391,1339.2472,6.0,4579.9,5.47,0.1622,True,,0.1622
370825476,0.580699,1571.6204,1.5,44094.2,8.85,0.0,False,depth 4.41% exceeds 3.0% cap,0.0
372849306,3.405792,1387.7581,8.0,2375.6,21.37,0.0023,True,,0.0023
372910665,14.717433,1333.2054,4.0,2248.5,6.01,0.0389,False,odd/even depth differ by 73.6% (990 vs 2143 ppm),0.0
372913116,13.426784,1328.8364,2.0,27609.5,12.53,0.0642,False,odd/even depth differ by 166.2% (2822 vs 30567 ppm),0.0
372913357,17.593056,1333.326,3.0,22737.6,8.03,0.0313,False,odd/even depth differ by 94.6% (17782 vs 6365 ppm),0.0
